occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,abund_value,abund_unit,collection_name,collection_subset,collection_aka
1484578,occ,,,206542,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484579,occ,,F,206542,,Pterospathodus siluricus,species,347349,subjective synonym of,Pranognathus siluricus,species,347345,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484885,occ,,,206543,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7890, Khaastyrka Fm.",,
1484888,occ,,,206543,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7890, Khaastyrka Fm.",,
1484892,occ,,,206543,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7890, Khaastyrka Fm.",,
1484893,occ,,F,206543,,Pterospathodus siluricus,species,347349,subjective synonym of,Pranognathus siluricus,species,347345,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7890, Khaastyrka Fm.",,
1484969,occ,,,206560,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7478, Khaastyrka Fm.",,
1484972,occ,,,206560,,Icriodella deflecta,species,149849,,Icriodella deflecta,species,149849,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7478, Khaastyrka Fm.",,
1484974,occ,,,206560,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7478, Khaastyrka Fm.",,
1484978,occ,,,206560,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7478, Khaastyrka Fm.",,
1484979,occ,,F,206560,,Pterospathodus siluricus,species,347349,subjective synonym of,Pranognathus siluricus,species,347345,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7478, Khaastyrka Fm.",,
1511488,occ,,,210975,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Hirnantian,,445.2,443.4,59797,1479,fragments,Schmiedefeld locality,,
1511489,occ,,F,210975,,Amorphognathus n. sp. ventilatus,species,422005,,Amorphognathus ventilatus,species,422005,Hirnantian,,445.2,443.4,59797,85,fragments,Schmiedefeld locality,,
1511491,occ,,,210975,,Cornuodus longibasis,species,340384,,Cornuodus longibasis,species,340383,Hirnantian,,445.2,443.4,59797,6,fragments,Schmiedefeld locality,,
1511492,occ,,,210975,,Dapsilodus mutatus,species,330172,,Dapsilodus mutatus,species,330170,Hirnantian,,445.2,443.4,59797,175,fragments,Schmiedefeld locality,,
1511494,occ,,,210975,,Hamarodus europaeus,species,351265,,Hamarodus europaeus,species,351264,Hirnantian,,445.2,443.4,59797,1381,fragments,Schmiedefeld locality,,
1511496,occ,,,210975,,Istorinus erectus,species,330177,,Istorinus erectus,species,330177,Hirnantian,,445.2,443.4,59797,4832,fragments,Schmiedefeld locality,,
1511498,occ,,,210975,,Sagittodontina robusta,species,330176,,Sagittodontina robusta,species,330176,Hirnantian,,445.2,443.4,59797,7939,fragments,Schmiedefeld locality,,
1511499,occ,,,210975,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Hirnantian,,445.2,443.4,59797,6668,fragments,Schmiedefeld locality,,
1511502,occ,,,89130,,Amorphognathus duftonus,species,421998,,Amorphognathus duftonus,species,421998,Cautleyan,,449.5,445.6,72841,4,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511504,occ,,F,89130,,Amorphognathus superbus,species,422003,,Amorphognathus superbus,species,422002,Cautleyan,,449.5,445.6,72841,17,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511505,occ,,F,89130,,Amorphognathus ventilatus,species,422005,,Amorphognathus ventilatus,species,422005,Cautleyan,,449.5,445.6,72841,3,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511506,occ,,,89130,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Cautleyan,,449.5,445.6,72841,4,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511507,occ,,,89130,,Birksfeldia circumplicata,species,330114,,Birksfeldia circumplicata,species,330114,Cautleyan,,449.5,445.6,72841,27,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511509,occ,,,89130,,Dapsilodus mutatus,species,330172,,Dapsilodus mutatus,species,330170,Cautleyan,,449.5,445.6,72841,88,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511511,occ,,,89130,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Cautleyan,,449.5,445.6,72841,48,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511513,occ,,,89130,,Hamarodus brevirameus,species,351241,subjective synonym of,Hamarodus europaeus,species,351264,Cautleyan,,449.5,445.6,72841,100,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511516,occ,,,89130,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Cautleyan,,449.5,445.6,72841,158,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511520,occ,,,89130,,Protopanderodus liripipus,species,351272,,Protopanderodus liripipus,species,351272,Cautleyan,,449.5,445.6,72841,69,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511522,occ,,F,89130,,Rhodesognathus elegans,species,422008,,Rhodesognathus elegans,species,422007,Cautleyan,,449.5,445.6,72841,36,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511523,occ,,,89130,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Cautleyan,,449.5,445.6,72841,156,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1511537,occ,,F,89130,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Cautleyan,,449.5,445.6,72841,22,fragments,"Lime Kiln Bay, near Portrane",,"Portraine; locality C of Gardiner & Reynolds (1897, Q. J. Geol. Soc. Lond. 53); locality 2 of Wright (1963, Bull. BMNH Geol. 8)"
1512425,occ,,,211070,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Katian,,453,445.2,72901,13,elements,"Section B, Cape Phillips South section, sample CPS2",,
1512427,occ,,,211070,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,72901,4,elements,"Section B, Cape Phillips South section, sample CPS2",,
1512429,occ,,,211070,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Katian,,453,445.2,72901,51,elements,"Section B, Cape Phillips South section, sample CPS2",,
1512430,occ,,,211070,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Katian,,453,445.2,72901,2,elements,"Section B, Cape Phillips South section, sample CPS2",,
1512431,occ,,,211072,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Hirnantian,,445.2,443.4,72901,1,elements,"Section B, Cape Phillips South section, sample CPS3",,
1512432,occ,,,211072,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Hirnantian,,445.2,443.4,72901,6,elements,"Section B, Cape Phillips South section, sample CPS3",,
1512433,occ,,,211076,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Hirnantian,,445.2,443.4,72901,1,elements,"Section B, Cape Phillips South section, sample CPS5",,
1512434,occ,,,211077,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Hirnantian,,445.2,443.4,72901,2,elements,"Section B, Cape Phillips South section, sample CPS6",,
1512447,occ,,,211079,,Rexroadus kentuckyensis,species,393199,,Rexroadus kentuckyensis,species,393189,Hirnantian,,445.2,443.4,72901,22,elements,"Section B, Cape Phillips South section, sample CPS10",,
1512449,occ,,,211079,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Hirnantian,,445.2,443.4,72901,21,elements,"Section B, Cape Phillips South section, sample CPS10",,
1512450,occ,,,211079,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Hirnantian,,445.2,443.4,72901,6,elements,"Section B, Cape Phillips South section, sample CPS10",,
1512453,occ,,,211069,,Eocarniodus gracilis,species,351267,,Eocarniodus gracilis,species,351266,Katian,,453,445.2,72901,16,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512454,occ,,F,211069,,Coelocerodontus trigonius,species,424018,,Coelocerodontus trigonius,species,424018,Katian,,453,445.2,72901,8,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512455,occ,,F,211069,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Katian,,453,445.2,72901,5,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512458,occ,,F,211069,,Pseudobelodina torta,species,424013,,Pseudobelodina torta,species,424013,Katian,,453,445.2,72901,1,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512459,occ,,,211069,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Katian,,453,445.2,72901,104,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512461,occ,,,211081,,Rexroadus kentuckyensis,species,393199,,Rexroadus kentuckyensis,species,393189,Hirnantian,,445.2,443.4,72901,6,elements,"Section B, Cape Phillips South section, sample CPS11",,
1512463,occ,,,211081,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Hirnantian,,445.2,443.4,72901,18,elements,"Section B, Cape Phillips South section, sample CPS11",,
1512464,occ,,,211081,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Hirnantian,,445.2,443.4,72901,1,elements,"Section B, Cape Phillips South section, sample CPS11",,
1512465,occ,,,211081,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Hirnantian,,445.2,443.4,72901,2,elements,"Section B, Cape Phillips South section, sample CPS11",,
1512468,occ,,,211082,,Rexroadus kentuckyensis,species,393199,,Rexroadus kentuckyensis,species,393189,Hirnantian,,445.2,443.4,72901,13,elements,"Section B, Cape Phillips South section, sample CPS14",,
1512469,occ,,,211082,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Hirnantian,,445.2,443.4,72901,5,elements,"Section B, Cape Phillips South section, sample CPS14",,
1512470,occ,,,211082,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Hirnantian,,445.2,443.4,72901,15,elements,"Section B, Cape Phillips South section, sample CPS14",,
1512478,occ,,,211069,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,72901,10,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512480,occ,,,211069,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Katian,,453,445.2,72901,70,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512481,occ,,,211069,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Katian,,453,445.2,72901,6,elements,"Section B, Cape Phillips South section, sample CPS1",,
1512722,occ,,,211134,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,72901,12,elements,"Cape-Manning Section 1, CM 1",,
1512723,occ,,,211134,,Besselodus borealis,species,345115,,Besselodus borealis,species,345115,Katian,,453,445.2,72901,4,elements,"Cape-Manning Section 1, CM 1",,
1512724,occ,,,211134,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,72901,4,elements,"Cape-Manning Section 1, CM 1",,
1512725,occ,,,211134,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Katian,,453,445.2,72901,34,elements,"Cape-Manning Section 1, CM 1",,
1512728,occ,,,211134,,Pseudobelodina dispansa,species,348615,,Pseudobelodina dispansa,species,348614,Katian,,453,445.2,72901,7,elements,"Cape-Manning Section 1, CM 1",,
1512729,occ,,,211134,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Katian,,453,445.2,72901,4,elements,"Cape-Manning Section 1, CM 1",,
1512730,occ,,,211135,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,72901,1,elements,"Cape-Manning Section 2, CM2-2",,
1512731,occ,,,211135,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,72901,3,elements,"Cape-Manning Section 2, CM2-2",,
1512732,occ,,,211135,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,72901,1,elements,"Cape-Manning Section 2, CM2-2",,
1512735,occ,,,211136,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,72901,8,elements,"Cape-Manning Section 2, CM2-3",,
1512736,occ,,,211136,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,72901,5,elements,"Cape-Manning Section 2, CM2-3",,
1512738,occ,,,211136,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,,443.4,440.8,72901,4,elements,"Cape-Manning Section 2, CM2-3",,
1512739,occ,,,211136,,Rexroadus nathani,species,393198,,Rexroadus nathani,species,393197,Rhuddanian,,443.4,440.8,72901,1,elements,"Cape-Manning Section 2, CM2-3",,
1512743,occ,,,211140,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,72901,47,elements,"Cape-Manning Section 2, CM2B-1",,
1512744,occ,,,211140,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,72901,18,elements,"Cape-Manning Section 2, CM2B-1",,
1512745,occ,,,211140,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,72901,2,elements,"Cape-Manning Section 2, CM2B-1",,
1512746,occ,,,211140,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,72901,27,elements,"Cape-Manning Section 2, CM2B-1",,
1512747,occ,,,211140,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,,443.4,440.8,72901,99,elements,"Cape-Manning Section 2, CM2B-1",,
1512748,occ,,,211140,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,72901,110,elements,"Cape-Manning Section 2, CM2B-1",,
1512749,occ,,,211140,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,72901,110,elements,"Cape-Manning Section 2, CM2B-1",,
1512750,occ,,,211140,,Rexroadus kentuckyensis,species,393199,,Rexroadus kentuckyensis,species,393189,Rhuddanian,,443.4,440.8,72901,28,elements,"Cape-Manning Section 2, CM2B-1",,
1512751,occ,,,211140,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,72901,17,elements,"Cape-Manning Section 2, CM2B-1",,
1512752,occ,,,211140,,Aspelundia expansa,species,344757,recombined as,Pseudolonchodina expansa,species,344757,Rhuddanian,,443.4,440.8,72901,7,elements,"Cape-Manning Section 2, CM2B-1",,
1512753,occ,,,211143,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,72901,,,"Cape-Manning Section 2, CM2B-2",,
1512754,occ,,,211143,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,72901,,,"Cape-Manning Section 2, CM2B-2",,
1512755,occ,,,211144,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,72901,3,elements,"Cape-Manning Section 2, CM2C-2",,
1512756,occ,,,211144,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,72901,2,elements,"Cape-Manning Section 2, CM2C-2",,
1512757,occ,,,211145,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,72901,2,elements,"Cape-Manning Section 2, CM2C-3",,
1512758,occ,,,211145,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,72901,28,elements,"Cape-Manning Section 2, CM2C-3",,
1512759,occ,,,211145,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,72901,3,elements,"Cape-Manning Section 2, CM2C-3",,
1512760,occ,,,211145,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,72901,37,elements,"Cape-Manning Section 2, CM2C-3",,
1512761,occ,,,211145,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,72901,9,elements,"Cape-Manning Section 2, CM2C-3",,
1512762,occ,,,211146,,Aspelundia expansa,species,344757,recombined as,Pseudolonchodina expansa,species,344757,Rhuddanian,,443.4,440.8,72901,16,elements,"Cape-Manning Section 2, CM2C-5",,
1512764,occ,,,211148,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,72901,5,elements,"Cape-Manning Section 2, CM2C-7",,
1512765,occ,,,211148,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,72901,1,elements,"Cape-Manning Section 2, CM2C-7",,
